name,cpu_score
4150,[dual cpu] intel xeon gold 5118,25299.0
4151,intel xeon gold 5120,18111.0
4152,[dual cpu] intel xeon gold 5120,29566.0
4153,intel xeon gold 5120t,18127.0
4154,intel xeon gold 5122,8868.0
4155,[dual cpu] intel xeon gold 5122,16453.0
4156,intel xeon gold 5215,15624.0
4157,[dual cpu] intel xeon gold 5215,22066.0
4158,intel xeon gold 5217,15429.0
4159,[dual cpu] intel xeon gold 5217,25455.0
4160,intel xeon gold 5218,21651.0
4161,[quad cpu] intel xeon gold 5218,54123.0
4162,[dual cpu] intel xeon gold 5218,33345.0
4163,[dual cpu] intel xeon gold 5218n,41082.0
4164,intel xeon gold 5218r,24742.0
4165,[dual cpu] intel xeon gold 5218r,40534.0
4166,intel xeon gold 5218t,21433.0
4167,[dual cpu] intel xeon gold 5218t,35030.0
4168,intel xeon gold 5220,24154.0
4169,[dual cpu] intel xeon gold 5220,41925.0
4170,intel xeon gold 5220r,32765.0
4171,[dual cpu] intel xeon gold 5220r,54260.0
4172,intel xeon gold 5222,9489.0
4173,[dual cpu] intel xeon gold 5222,17523.0
4174,intel xeon gold 5315y,20820.0
4175,[dual cpu] intel xeon gold 5315y,36428.0
4176,intel xeon gold 5317,27387.0
4177,[dual cpu] intel xeon gold 5317,41181.0
4178,intel xeon gold 5318h,29301.0
4179,[quad cpu] intel xeon gold 5318h,70723.0
4180,[dual cpu] intel xeon gold 5318h,50218.0
4181,intel xeon gold 5318y,33283.0
4182,[dual cpu] intel xeon gold 5318y,56985.0
4183,intel xeon gold 5320,37558.0
4184,[dual cpu] intel xeon gold 5320,64917.0
4185,intel xeon gold 5320h,31718.0
4186,[quad cpu] intel xeon gold 5320h,83263.0
4187,[dual cpu] intel xeon gold 5320h,53931.0
4188,intel xeon gold 5412u,52557.0
4189,intel xeon gold 5415+,24951.0
4190,[dual cpu] intel xeon gold 5415+,44674.0
4191,intel xeon gold 5416s,35976.0
4192,[dual cpu] intel xeon gold 5416s,62325.0
4193,intel xeon gold 5418y,44487.0
4194,[dual cpu] intel xeon gold 5418y,81141.0
4195,intel xeon gold 5420+,58209.0
4196,[dual cpu] intel xeon gold 5420+,88735.0
4197,intel xeon gold 5512u,60365.0
4198,intel xeon gold 5515+,25587.0
4199,intel xeon gold 6122,23781.0
4200,[dual cpu] intel xeon gold 6122,40707.0
4201,intel xeon gold 6126,19189.0
4202,[dual cpu] intel xeon gold 6126,30913.0
4203,intel xeon gold 6128,12881.0
4204,[dual cpu] intel xeon gold 6128,22473.0
4205,intel xeon gold 6130,20647.0
4206,[dual cpu] intel xeon gold 6130,33586.0
4207,[dual cpu] intel xeon gold 6130h,35440.0
4208,intel xeon gold 6130t,21804.0
4209,intel xeon gold 6132,22180.0
4210,[dual cpu] intel xeon gold 6132,34497.0
4211,intel xeon gold 6134,16591.0
4212,[quad cpu] intel xeon gold 6134,40698.0
4213,[dual cpu] intel xeon gold 6134,27952.0
4214,intel xeon gold 6136,20977.0
4215,[quad cpu] intel xeon gold 6136,61131.0
4216,[dual cpu] intel xeon gold 6136,35483.0
4217,intel xeon gold 6137,19365.0
4218,intel xeon gold 6138,24121.0
4219,[quad cpu] intel xeon gold 6138,67444.0
4220,[dual cpu] intel xeon gold 6138,42500.0
4221,intel xeon gold 6138t,20649.0
4222,[dual cpu] intel xeon gold 6138t,36497.0
4223,[dual cpu] intel xeon gold 6139,40210.0
4224,intel xeon gold 6140,24445.0
4225,[dual cpu] intel xeon gold 6140,40124.0
4226,intel xeon gold 6142,25215.0
4227,[dual cpu] intel xeon gold 6142,35888.0
4228,intel xeon gold 6143,24786.0
4229,[dual cpu] intel xeon gold 6143,46473.0
4230,intel xeon gold 6144,19993.0
4231,[dual cpu] intel xeon gold 6144,30209.0
4232,intel xeon gold 6146,23296.0
4233,[dual cpu] intel xeon gold 6146,38586.0
4234,intel xeon gold 6148,29009.0
4235,[dual cpu] intel xeon gold 6148,46547.0
4236,[dual cpu] intel xeon gold 6149,37551.0
4237,intel xeon gold 6150,27446.0
4238,[quad cpu] intel xeon gold 6150,64115.0
4239,[dual cpu] intel xeon gold 6150,46837.0
4240,intel xeon gold 6152,25441.0
4241,[dual cpu] intel xeon gold 6152,45967.0
4242,intel xeon gold 6154,28632.0
4243,[dual cpu] intel xeon gold 6154,49501.0
4244,intel xeon gold 6208u,27085.0
4245,intel xeon gold 6210u,28915.0
4246,intel xeon gold 6212u,27470.0
4247,intel xeon gold 6222v,24764.0
4248,intel xeon gold 6226,20429.0
4249,[quad cpu] intel xeon gold 6226,64957.0
4250,[dual cpu] intel xeon gold 6226,32062.0
4251,intel xeon gold 6226r,26297.0
4252,[dual cpu] intel xeon gold 6226r,40045.0
4253,intel xeon gold 6230,27069.0
4254,[dual cpu] intel xeon gold 6230,44374.0
4255,intel xeon gold 6230r,33608.0
4256,[dual cpu] intel xeon gold 6230r,53710.0
4257,intel xeon gold 6234,17752.0
4258,[dual cpu] intel xeon gold 6234,30808.0
4259,intel xeon gold 6238,28668.0
4260,intel xeon gold 6238r,37511.0
4261,[dual cpu] intel xeon gold 6238r,57049.0
4262,intel xeon gold 6240,28369.0
4263,[dual cpu] intel xeon gold 6240,48736.0
4264,intel xeon gold 6240r,33353.0
4265,[dual cpu] intel xeon gold 6240r,55765.0
4266,intel xeon gold 6242,26288.0
4267,[dual cpu] intel xeon gold 6242,37742.0
4268,intel xeon gold 6242r,34282.0
4269,[dual cpu] intel xeon gold 6242r,54398.0
4270,intel xeon gold 6244,18980.0
4271,[dual cpu] intel xeon gold 6244,33625.0
4272,intel xeon gold 6246,24829.0
4273,[dual cpu] intel xeon gold 6246,42206.0
4274,intel xeon gold 6246r,30468.0
4275,[dual cpu] intel xeon gold 6246r,48396.0
4276,intel xeon gold 6248,29831.0
4277,[dual cpu] intel xeon gold 6248,37412.0
4278,intel xeon gold 6248r,36186.0
4279,[dual cpu] intel xeon gold 6248r,61068.0
4280,intel xeon gold 6250,20915.0
4281,[dual cpu] intel xeon gold 6250,35164.0
4282,intel xeon gold 6252,27148.0
4283,[dual cpu] intel xeon gold 6252,49891.0
4284,[dual cpu] intel xeon gold 6252n,49269.0
4285,intel xeon gold 6253cl,28549.0
4286,[dual cpu] intel xeon gold 6253cl,49872.0
4287,intel xeon gold 6254,31513.0
4288,[dual cpu] intel xeon gold 6254,54569.0
4289,[quad cpu] intel xeon gold 6256,76542.0
4290,[dual cpu] intel xeon gold 6256,46766.0
4291,intel xeon gold 6258r,40252.0
4292,[dual cpu] intel xeon gold 6258r,63984.0
4293,intel xeon gold 6262,21823.0
4294,[dual cpu] intel xeon gold 6262,47488.0
4295,intel xeon gold 6262v,3155.0
4296,[dual cpu] intel xeon gold 6266c,51998.0
4297,intel xeon gold 6268cl,34558.0
4298,[dual cpu] intel xeon gold 6268cl,61095.0
4299,intel xeon gold 6278c,32835.0
4300,intel xeon gold 6312u,42124.0
4301,intel xeon gold 6314u,48013.0
4302,intel xeon gold 6326,35270.0
4303,[dual cpu] intel xeon gold 6326,54086.0
4304,intel xeon gold 6330,43056.0
4305,[dual cpu] intel xeon gold 6330,64015.0
4306,intel xeon gold 6330n,36360.0
4307,intel xeon gold 6334,21521.0
4308,[dual cpu] intel xeon gold 6334,35117.0
4309,intel xeon gold 6336y,45517.0
4310,[dual cpu] intel xeon gold 6336y,71408.0
4311,intel xeon gold 6338,33814.0
4312,[dual cpu] intel xeon gold 6338,68563.0
4313,intel xeon gold 6338n,42086.0
4314,[dual cpu] intel xeon gold 6338n,65860.0
4315,intel xeon gold 6342,47320.0
4316,[dual cpu] intel xeon gold 6342,72919.0
4317,intel xeon gold 6346,37665.0
4318,[dual cpu] intel xeon gold 6346,55568.0
4319,intel xeon gold 6348,52276.0
4320,[dual cpu] intel xeon gold 6348,75906.0
4321,intel xeon gold 6354,41445.0
4322,[dual cpu] intel xeon gold 6354,64422.0
4323,intel xeon gold 6414u,57200.0
4324,intel xeon gold 6416h,40606.0
4325,[dual cpu] intel xeon gold 6418h,84526.0
4326,intel xeon gold 6421n,58797.0
4327,intel xeon gold 6423n,57434.0
4328,intel xeon gold 6426y,38159.0
4329,[dual cpu] intel xeon gold 6426y,68988.0
4330,[dual cpu] intel xeon gold 6428n,86030.0
4331,[dual cpu] intel xeon gold 6430,82407.0
4332,intel xeon gold 6434,24836.0
4333,[dual cpu] intel xeon gold 6434,48025.0
4334,intel xeon gold 6438n,52789.0
4335,[dual cpu] intel xeon gold 6438y+,94596.0
4336,intel xeon gold 6442y,56263.0
4337,[dual cpu] intel xeon gold 6442y,92983.0
4338,[dual cpu] intel xeon gold 6444y,71870.0
4339,intel xeon gold 6448y,60449.0
4340,[dual cpu] intel xeon gold 6448y,104805.0
4341,[dual cpu] intel xeon gold 6454s,85725.0
4342,intel xeon gold 6526y,46025.0
4343,[dual cpu] intel xeon gold 6526y,71416.0
4344,intel xeon gold 6530,65533.0
4345,[dual cpu] intel xeon gold 6530,85966.0
4346,[dual cpu] intel xeon gold 6534,51562.0
4347,intel xeon gold 6538n,44895.0
4348,[dual cpu] intel xeon gold 6544y,79819.0
4349,[dual cpu] intel xeon gold 6548y+,85587.0
4350,intel xeon l3110,1338.0
4351,intel xeon l3360,2412.0
4352,intel xeon l3406,928.0
4353,intel xeon l3426,2470.0
4354,intel xeon l5240,1337.0
4355,intel xeon l5310,1385.0
4356,intel xeon l5320,1118.0
4357,intel xeon l5335,1737.0
4358,intel xeon l5408,1769.0
4359,intel xeon l5410,1940.0
4360,[dual cpu] intel xeon l5410,3974.0
4361,intel xeon l5420,2143.0
4362,[dual cpu] intel xeon l5420,4221.0
4363,intel xeon l5430,2260.0
4364,[dual cpu] intel xeon l5430,4269.0
4365,[dual cpu] intel xeon l5506,4019.0
4366,intel xeon l5520,2274.0
4367,[dual cpu] intel xeon l5520,4561.0
4368,intel xeon l5530,2522.0
4369,intel xeon l5609,3298.0
4370,intel xeon l5630,3018.0
4371,[dual cpu] intel xeon l5630,5267.0
4372,intel xeon l5638,3707.0
4373,[dual cpu] intel xeon l5638,7217.0
4374,intel xeon l5639,4419.0
4375,[dual cpu] intel xeon l5639,5768.0
4376,intel xeon l5640,4645.0
4377,[dual cpu] intel xeon l5640,8474.0
4378,intel xeon l7455,2494.0
4379,intel xeon max 9480,87420.0
4380,intel xeon mv 3.20ghz,582.0
4381,intel xeon phi 7210,7306.0
4382,[dual cpu] intel xeon platinum 6162,44322.0
4383,intel xeon platinum 8124m,27336.0
4384,[dual cpu] intel xeon platinum 8124m,48775.0
4385,intel xeon platinum 8151,5669.0
4386,[dual cpu] intel xeon platinum 8153,30722.0
4387,[dual cpu] intel xeon platinum 8156,16852.0
4388,intel xeon platinum 8160,28825.0
4389,[quad cpu] intel xeon platinum 8160,72905.0
4390,[dual cpu] intel xeon platinum 8160,49282.0
4391,[dual cpu] intel xeon platinum 8160m,53398.0
4392,intel xeon platinum 8167m,25396.0
4393,intel xeon platinum 8168,33099.0
4394,[dual cpu] intel xeon platinum 8168,54431.0
4395,intel xeon platinum 8171m,30632.0
4396,[dual cpu] intel xeon platinum 8171m,57780.0
4397,intel xeon platinum 8173m,28025.0
4398,[dual cpu] intel xeon platinum 8173m,53264.0
4399,intel xeon platinum 8175m,26659.0
4400,intel xeon platinum 8176,23179.0
4401,[dual cpu] intel xeon platinum 8176,53835.0
4402,[quad cpu] intel xeon platinum 8176m,88102.0
4403,intel xeon platinum 8180,38259.0
4404,[dual cpu] intel xeon platinum 8180,59385.0
4405,[dual cpu] intel xeon platinum 8180m,52715.0
4406,intel xeon platinum 8252c,28147.0
4407,[dual cpu] intel xeon platinum 8252c,48676.0
4408,[dual cpu] intel xeon platinum 8253,30507.0
4409,[dual cpu] intel xeon platinum 8256,16787.0
4410,intel xeon platinum 8259cl,31142.0
4411,[dual cpu] intel xeon platinum 8259cl,54849.0
4412,intel xeon platinum 8260,30347.0
4413,[quad cpu] intel xeon platinum 8260,83793.0
4414,[dual cpu] intel xeon platinum 8260,52066.0
4415,intel xeon platinum 8260m,33970.0
4416,[dual cpu] intel xeon platinum 8260m,55297.0
4417,intel xeon platinum 8268,34483.0
4418,[dual cpu] intel xeon platinum 8268,62130.0
4419,[dual cpu] intel xeon platinum 8269cy,61811.0
4420,intel xeon platinum 8270,29986.0
4421,[dual cpu] intel xeon platinum 8270cl,52386.0
4422,intel xeon platinum 8273cl,35769.0
4423,[dual cpu] intel xeon platinum 8273cl,50348.0
4424,intel xeon platinum 8275cl,40794.0
4425,[dual cpu] intel xeon platinum 8275cl,66812.0
4426,[dual cpu] intel xeon platinum 8276l,60188.0
4427,intel xeon platinum 8280,32781.0
4428,[dual cpu] intel xeon platinum 8280,64291.0
4429,[dual cpu] intel xeon platinum 8336c,74875.0
4430,[dual cpu] intel xeon platinum 8338c,81817.0
4431,intel xeon platinum 8347c,49386.0
4432,[dual cpu] intel xeon platinum 8352y,68643.0
4433,intel xeon platinum 8358,54416.0
4434,[dual cpu] intel xeon platinum 8358,83116.0
4435,[dual cpu] intel xeon platinum 8358p,82052.0
4436,intel xeon platinum 8360y,54078.0
4437,[dual cpu] intel xeon platinum 8368,88038.0
4438,intel xeon platinum 8368q,46681.0
4439,[dual cpu] intel xeon platinum 8369b,87459.0
4440,intel xeon platinum 8375c,56202.0
4441,[dual cpu] intel xeon platinum 8375c,86451.0
4442,intel xeon platinum 8380,62318.0
4443,[dual cpu] intel xeon platinum 8380,91257.0
4444,[dual cpu] intel xeon platinum 8450h,87103.0
4445,intel xeon platinum 8454h,62347.0
4446,[dual cpu] intel xeon platinum 8457c,109905.0
4447,[dual cpu] intel xeon platinum 8458p,117136.0
4448,intel xeon platinum 8461v,74982.0
4449,[dual cpu] intel xeon platinum 8462y+,111282.0
4450,[dual cpu] intel xeon platinum 8468,126838.0
4451,[dual cpu] intel xeon platinum 8470,109610.0
4452,intel xeon platinum 8470,89850.0
4453,intel xeon platinum 8475b,3280.0
4454,[dual cpu] intel xeon platinum 8479,24087.0
4455,[dual cpu] intel xeon platinum 8480+,125165.0
4456,intel xeon platinum 8481c,11681.0
4457,[dual cpu] intel xeon platinum 8488c,127207.0
4458,[dual cpu] intel xeon platinum 8562y+,114143.0
4459,[dual cpu] intel xeon platinum 8568y+,125432.0
4460,[dual cpu] intel xeon platinum 8570,137588.0
4461,intel xeon platinum 8571n,68385.0
4462,intel xeon platinum 8575c,3342.0
4463,intel xeon platinum 8592+,84013.0
4464,intel xeon platinum p 8124,22674.0
4465,[dual cpu] intel xeon platinum p 8124,43913.0
4466,intel xeon silver 4108,8909.0
4467,[dual cpu] intel xeon silver 4108,15984.0
4468,intel xeon silver 4109t,10348.0
4469,intel xeon silver 4110,10215.0
4470,[dual cpu] intel xeon silver 4110,17282.0
4471,intel xeon silver 4112,6446.0
4472,[dual cpu] intel xeon silver 4112,12251.0
4473,intel xeon silver 4114,13161.0
4474,[dual cpu] intel xeon silver 4114,20759.0
4475,intel xeon silver 4116,14660.0
4476,[dual cpu] intel xeon silver 4116,25536.0
4477,intel xeon silver 4116t,15187.0
4478,intel xeon silver 4123,14405.0
4479,intel xeon silver 4208,11247.0
4480,[dual cpu] intel xeon silver 4208,18744.0
4481,intel xeon silver 4209t,11080.0
4482,intel xeon silver 4210,13520.0
4483,[dual cpu] intel xeon silver 4210,23410.0
4484,intel xeon silver 4210r,15118.0
4485,[dual cpu] intel xeon silver 4210r,22754.0
4486,intel xeon silver 4214,16190.0
4487,[dual cpu] intel xeon silver 4214,25829.0
4488,intel xeon silver 4214r,18275.0
4489,[dual cpu] intel xeon silver 4214r,29061.0
4490,intel xeon silver 4214y,16442.0
4491,intel xeon silver 4215,14439.0
4492,[dual cpu] intel xeon silver 4215,22379.0
4493,intel xeon silver 4215r,15004.0
4494,[dual cpu] intel xeon silver 4215r,24102.0
4495,intel xeon silver 4216,20613.0
4496,[dual cpu] intel xeon silver 4216,30184.0
4497,intel xeon silver 4216r,24027.0
4498,intel xeon silver 4309y,19100.0
4499,[dual cpu] intel xeon silver 4309y,31783.0
4500,intel xeon silver 4310,22146.0
4501,[dual cpu] intel xeon silver 4310,34047.0
4502,intel xeon silver 4310t,20973.0
4503,intel xeon silver 4314,28954.0
4504,[dual cpu] intel xeon silver 4314,46348.0
4505,intel xeon silver 4316,31341.0
4506,[dual cpu] intel xeon silver 4316,53687.0
4507,intel xeon silver 4410t,28859.0
4508,[dual cpu] intel xeon silver 4410t,48208.0
4509,intel xeon silver 4410y,24399.0
4510,[dual cpu] intel xeon silver 4410y,44678.0
4511,intel xeon silver 4416+,46208.0
4512,[dual cpu] intel xeon silver 4416+,64992.0
4513,[dual cpu] intel xeon silver 4509y,41561.0
4514,intel xeon silver 4510,34170.0
4515,[dual cpu] intel xeon silver 4510,57247.0
4516,[dual cpu] intel xeon silver 4514y,49120.0
4517,intel xeon w 10855m,12624.0
4518,intel xeon w 10885m,15746.0
4519,intel xeon w 11155mle,8502.0
4520,intel xeon w 11555mle,12591.0
4521,intel xeon w 11555mre,17484.0
4522,intel xeon w 11855m,18160.0
4523,intel xeon w 11865mle,15958.0
4524,intel xeon w 11865mre,19589.0
4525,intel xeon w 11955m,22596.0
4526,intel xeon w 1250,13610.0
4527,intel xeon w 1250e,12212.0
4528,intel xeon w 1250p,14353.0
4529,intel xeon w 1270,17641.0
4530,intel xeon w 1270e,18635.0
4531,intel xeon w 1270p,17113.0
4532,intel xeon w 1270te,13553.0
4533,intel xeon w 1290,20071.0
4534,intel xeon w 1290e,18786.0
4535,intel xeon w 1290p,22435.0
4536,intel xeon w 1290t,18409.0
4537,intel xeon w 1350,19007.0
4538,intel xeon w 1350p,19710.0
4539,intel xeon w 1370,22926.0
4540,intel xeon w 1370p,23306.0
4541,intel xeon w 1390,23902.0
4542,intel xeon w 1390p,25240.0
4543,intel xeon w 2102,5073.0
4544,intel xeon w 2104,5495.0
4545,intel xeon w 2123,8470.0
4546,intel xeon w 2125,10033.0
4547,intel xeon w 2133,12650.0
4548,intel xeon w 2135,14441.0
4549,intel xeon w 2140b,17330.0
4550,intel xeon w 2145,18181.0
4551,intel xeon w 2150b,20529.0
4552,intel xeon w 2155,21070.0
4553,intel xeon w 2170b,23902.0
4554,intel xeon w 2175,23298.0
4555,intel xeon w 2191b,27984.0
4556,intel xeon w 2195,28005.0
4557,intel xeon w 2223,8584.0
4558,intel xeon w 2225,10517.0
4559,intel xeon w 2235,14369.0
4560,intel xeon w 2245,19475.0
4561,intel xeon w 2255,22387.0
4562,intel xeon w 2265,25973.0
4563,intel xeon w 2275,27866.0
4564,intel xeon w 2295,30735.0
4565,intel xeon w 3175x,37167.0
4566,intel xeon w 3223,17026.0
4567,intel xeon w 3225,17874.0
4568,intel xeon w 3235,25578.0
4569,intel xeon w 3245,30933.0
4570,intel xeon w 3245m,26814.0
4571,intel xeon w 3265,30105.0
4572,intel xeon w 3265m,33800.0
4573,intel xeon w 3275,40931.0
4574,intel xeon w 3275m,39834.0
4575,intel xeon w 3323,25875.0
4576,intel xeon w 3335,39293.0
4577,intel xeon w 3345,45694.0
4578,intel xeon w 3365,59038.0
4579,intel xeon w 3375,59091.0
4580,intel xeon w3 2423,15275.0
4581,intel xeon w3 2425,18655.0
4582,intel xeon w3 2435,26428.0
4583,intel xeon w3503,1118.0
4584,intel xeon w3505,1161.0
4585,intel xeon w3520,2924.0
4586,intel xeon w3530,3068.0
4587,intel xeon w3540,3109.0
4588,intel xeon w3550,3227.0
4589,intel xeon w3565,3366.0
4590,intel xeon w3570,3267.0
4591,intel xeon w3580,3609.0
4592,intel xeon w3670,6449.0
4593,intel xeon w3680,6994.0
4594,intel xeon w3690,7226.0
4595,intel xeon w5 2445,32129.0
4596,intel xeon w5 2455x,37810.0
4597,intel xeon w5 2465x,46906.0
4598,intel xeon w5 2545,41688.0
4599,intel xeon w5 2555x,51912.0
4600,intel xeon w5 2565x,56739.0
4601,intel xeon w5 3423,28117.0
4602,intel xeon w5 3425,36867.0
4603,intel xeon w5 3433,34849.0
4604,intel xeon w5 3435x,46306.0
4605,intel xeon w5580,3368.0
4606,[dual cpu] intel xeon w5580,6447.0
4607,intel xeon w5590,3342.0
4608,[dual cpu] intel xeon w5590,6640.0
4609,intel xeon w7 2475x,55249.0
4610,intel xeon w7 2495x,58228.0
4611,intel xeon w7 2575x,61402.0
4612,intel xeon w7 3445,47864.0
4613,intel xeon w7 3455,58393.0
4614,intel xeon w7 3465x,65618.0
4615,intel xeon w7 3565x,76649.0
4616,intel xeon w9 3475x,65034.0
4617,intel xeon w9 3495x,92087.0
4618,intel xeon w9 3575x,82207.0
4619,intel xeon w9 3595x,99375.0
4620,intel xeon x3210,1293.0
4621,intel xeon x3220,1973.0
4622,intel xeon x3230,2052.0
4623,intel xeon x3320,1986.0
4624,intel xeon x3323,1837.0
4625,intel xeon x3330,2111.0
4626,intel xeon x3350,2263.0
4627,intel xeon x3353,2283.0
4628,intel xeon x3360,2412.0
4629,intel xeon x3363,2358.0
4630,intel xeon x3370,2465.0
4631,intel xeon x3380,2568.0
4632,intel xeon x3430,2305.0
4633,intel xeon x3440,2773.0
4634,intel xeon x3450,2853.0
4635,intel xeon x3460,2972.0
4636,intel xeon x3470,3269.0
4637,intel xeon x3480,3273.0
4638,intel xeon x5260,1238.0
4639,[dual cpu] intel xeon x5260,2389.0
4640,intel xeon x5270,1524.0
4641,intel xeon x5272,1451.0
4642,intel xeon x5355,2033.0
4643,[dual cpu] intel xeon x5355,3819.0
4644,intel xeon x5365,2331.0
4645,[dual cpu] intel xeon x5365,4350.0
4646,intel xeon x5450,2394.0
4647,[dual cpu] intel xeon x5450,4814.0
4648,intel xeon x5460,2572.0
4649,[dual cpu] intel xeon x5460,5066.0
4650,intel xeon x5470,2910.0
4651,[dual cpu] intel xeon x5470,5125.0
4652,intel xeon x5472,2197.0
4653,[dual cpu] intel xeon x5472,4979.0
4654,intel xeon x5482,2755.0
4655,[dual cpu] intel xeon x5482,5100.0
4656,intel xeon x5492,2912.0
4657,[dual cpu] intel xeon x5492,5469.0
4658,intel xeon x5550,3027.0
4659,[dual cpu] intel xeon x5550,5603.0
4660,intel xeon x5560,3124.0
4661,[dual cpu] intel xeon x5560,5864.0
4662,intel xeon x5570,3310.0
4663,[dual cpu] intel xeon x5570,6236.0
4664,intel xeon x5647,4441.0
4665,[dual cpu] intel xeon x5647,8369.0
4666,intel xeon x5650,5710.0
4667,[dual cpu] intel xeon x5650,10142.0
4668,intel xeon x5660,6015.0
4669,[dual cpu] intel xeon x5660,10473.0
4670,intel xeon x5667,4659.0
4671,[dual cpu] intel xeon x5667,8462.0
4672,intel xeon x5670,6104.0
4673,[dual cpu] intel xeon x5670,10922.0
4674,intel xeon x5672,4996.0
4675,[dual cpu] intel xeon x5672,8825.0
4676,intel xeon x5675,6396.0
4677,[dual cpu] intel xeon x5675,11736.0
4678,intel xeon x5677,5043.0
4679,[dual cpu] intel xeon x5677,8971.0
4680,intel xeon x5679,7095.0
4681,[dual cpu] intel xeon x5679,9634.0
4682,intel xeon x5680,6840.0
4683,[dual cpu] intel xeon x5680,12591.0
4684,intel xeon x5687,5309.0
4685,[dual cpu] intel xeon x5687,9406.0
4686,intel xeon x5690,7040.0
4687,[dual cpu] intel xeon x5690,12925.0
4688,intel xeon x5698,3447.0
4689,intel xeon x6550,1936.0
4690,[quad cpu] intel xeon x7350,7836.0
4691,[dual cpu] intel xeon x7460,4803.0
4692,[quad cpu] intel xeon x7550,14723.0
4693,[dual cpu] intel xeon x7550,7873.0
4694,[quad cpu] intel xeon x7560,16464.0
4695,[dual cpu] intel xeon x7560,8028.0
4696,jlq jr510,1039.0
4697,"lisa based qualcomm technologies, inc. sm7325",5456.0
4698,m7221,760.0
4699,manta,356.0
4700,"mars based on qualcomm technologies, inc sm8350",5230.0
4701,mediatek dimensity 7025 (mt6855),4554.0
4702,mediatek dimensity 7200 pro (mt6886),4735.0
4703,mediatek dimensity 7300 ultra (mt6878),6435.0
4704,mediatek dimensity 8200 ultimate (mt6896),7543.0
4705,mediatek dimensity 8350 (mt6897),7457.0
4706,mediatek dimensity 9200 (mt6985),7928.0
4707,mediatek dm700,4471.0
4708,mediatek g85 (mt6769z),2752.0
4709,mediatek g88 (mt6769h),2778.0
4710,mediatek g99 ultimate (mt6789),4250.0
4711,mediatek kompanio 520/528 (mt8186/mt8186t),3650.0
4712,mediatek mt6735,584.0
4713,mediatek mt6737,465.0
4714,mediatek mt6737m,427.0
4715,mediatek mt6737t,689.0
4716,mediatek mt6739,695.0
4717,mediatek mt6739wa,397.0
4718,mediatek mt6739ww,438.0
4719,mediatek mt6750,1047.0
4720,mediatek mt6750t,1187.0
4721,mediatek mt6750v/wt,1153.0
4722,mediatek mt6753,991.0
4723,mediatek mt6753t,1149.0
4724,mediatek mt6757cd,1786.0
4725,mediatek mt6757v,1846.0
4726,mediatek mt6761,1177.0
4727,mediatek mt6761v/cab,1069.0
4728,mediatek mt6761v/wbb,788.0
4729,mediatek mt6761v/wd,744.0
4730,mediatek mt6761v/we,757.0
4731,mediatek mt6762,1810.0
4732,mediatek mt6762g,1231.0
4733,mediatek mt6762v/ca,1272.0
4734,mediatek mt6762v/cb,1620.0
4735,mediatek mt6762v/cn,611.0
4736,mediatek mt6762v/wa,1471.0
4737,mediatek mt6762v/wb,1449.0
4738,mediatek mt6762v/wd,1573.0
4739,mediatek mt6762v/wr,1545.0
4740,mediatek mt6763v/ce,2130.0
4741,mediatek mt6763v/v,1578.0
4742,mediatek mt6765,1710.0
4743,mediatek mt6765g,1656.0
4744,mediatek mt6765h,2098.0
4745,mediatek mt6765v/ca,1842.0
4746,mediatek mt6765v/cb,1890.0
4747,mediatek mt6765v/wa,2186.0
4748,mediatek mt6765v/wb,1771.0
4749,mediatek mt6765v/xba,1603.0
4750,mediatek mt6768,2865.0
4751,mediatek mt6768g,3232.0
4752,mediatek mt6768v/ca,2328.0
4753,mediatek mt6769,3040.0
4754,mediatek mt6769t,2560.0
4755,mediatek mt6769v/cb,2436.0
4756,mediatek mt6769v/ct,2509.0
4757,mediatek mt6769v/cu,2715.0
4758,mediatek mt6769v/wb,2192.0
4759,mediatek mt6771v/c,2681.0
4760,mediatek mt6771v/ct,2659.0
4761,mediatek mt6771v/w,2451.0
4762,mediatek mt6771v/wm,2225.0
4763,mediatek mt6771v/wt,2387.0
4764,mediatek mt6779,3422.0
4765,mediatek mt6779v/ce,3087.0
4766,mediatek mt6779v/cu,2648.0
4767,mediatek mt6779v/cv,2712.0
4768,mediatek mt6781,3815.0
4769,mediatek mt6781v/cd,3746.0
4770,mediatek mt6781v/cdzamb h,4229.0
4771,mediatek mt6785,3618.0
4772,mediatek mt6785v/cc,3412.0
4773,mediatek mt6785v/cd,3658.0
4774,mediatek mt6789v/cd,4262.0
4775,mediatek mt6797,1903.0
4776,mediatek mt6797t,1605.0
4777,mediatek mt6797x,2212.0
4778,mediatek mt6833,4082.0
4779,mediatek mt6833g,4532.0
4780,mediatek mt6833gp,4471.0
4781,mediatek mt6833p,3622.0
4782,mediatek mt6833v/nza,3578.0
4783,mediatek mt6833v/pnza,4019.0
4784,mediatek mt6833v/za,4262.0
4785,mediatek mt6853t,3425.0
4786,mediatek mt6853v/nza,4049.0
4787,mediatek mt6853v/tnza,4128.0
4788,mediatek mt6873,4087.0
4789,mediatek mt6875,5249.0
4790,mediatek mt6877,5009.0
4791,mediatek mt6877v/ttza,4993.0
4792,mediatek mt6877v/tza,4841.0
4793,mediatek mt6877v/za,4786.0
4794,mediatek mt6879v/za,4424.0
4795,mediatek mt6879v_t/za,5241.0
4796,mediatek mt6883z/cza,6413.0
4797,mediatek mt6889,6415.0
4798,mediatek mt6891,5370.0
4799,mediatek mt6891z/cza,6644.0
